id,bid,user_id,用户昵称,微博正文,头条文章url,发布位置,艾特用户,话题,转发数,评论数,点赞数,发布时间,发布工具,微博图片url,微博视频url,retweet_id,ip,user_authentication
4960057399183427,NpcmLCx1N,3947832381,欧潭融媒,【九九重阳|一日相伴：#记录85岁老人养老院生活真实影像#】刘国霞今年85岁，住在天津市的一家养老院，偶然的机会，一位年轻人来到养老院与刘国霞相识，并用镜头拍下了她在养老院里的生活画面，过程中二人逐渐熟悉，刘国霞对年轻人述说起了往事，不曾想，这位个头不高，满头白发，活泼开朗的老太太，会是一个抑郁症患者。本片记录了刘国霞的养老院生活，讲述了她曲折的人生经历，描绘了老一辈的人生阅历和智慧。#跟老人院里的老人相处一天是什么体验#（记者：刘鑫制作：于韬）L紧急呼叫的微博视频,,,,"记录85岁老人养老院生活真实影像,跟老人院里的老人相处一天是什么体验",0,0,0,2023-10-23 17:28,微博视频号,,"http://f.video.weibocdn.com/o0/AlkJdqGolx089Bh7Oy9W0104120aBnx50E040.mp4?label=mp4_720p&template=1280x720.25.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1725023877&ssig=%2BT%2BQaj2qzF&KID=unistore,video",,,蓝V
4960047792919301,Npc7hcfrv,3174933922,宿州市教体局,【九九重阳|一日相伴：#记录85岁老人养老院生活真实影像#】刘国霞今年85岁，住在天津市的一家养老院，偶然的机会，一位年轻人来到养老院与刘国霞相识，并用镜头拍下了她在养老院里的生活画面，过程中二人逐渐熟悉，刘国霞对年轻人述说起了往事，不曾想，这位个头不高，满头白发，活泼开朗的老太太，会是一个抑郁症患者。本片记录了刘国霞的养老院生活，讲述了她曲折的人生经历，描绘了老一辈的人生阅历和智慧。#跟老人院里的老人相处一天是什么体验#（记者：刘鑫制作：于韬）L紧急呼叫的微博视频,,,,"记录85岁老人养老院生活真实影像,跟老人院里的老人相处一天是什么体验",0,0,0,2023-10-23 16:50,lu的HarmonyOS设备,,"http://f.video.weibocdn.com/o0/AlkJdqGolx089Bh7Oy9W0104120aBnx50E040.mp4?label=mp4_720p&template=1280x720.25.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1725023877&ssig=%2BT%2BQaj2qzF&KID=unistore,video",,,蓝V
4960047597617314,Npc6XvXBU,6124642021,新京报我们视频,【九九重阳|一日相伴：#记录85岁老人养老院生活真实影像#】刘国霞今年85岁，住在天津市的一家养老院，偶然的机会，一位年轻人来到养老院与刘国霞相识，并用镜头拍下了她在养老院里的生活画面，过程中二人逐渐熟悉，刘国霞对年轻人述说起了往事，不曾想，这位个头不高，满头白发，活泼开朗的老太太，会是一个抑郁症患者。本片记录了刘国霞的养老院生活，讲述了她曲折的人生经历，描绘了老一辈的人生阅历和智慧。#跟老人院里的老人相处一天是什么体验#（记者：刘鑫制作：于韬）L紧急呼叫的微博视频,,,,"记录85岁老人养老院生活真实影像,跟老人院里的老人相处一天是什么体验",1,0,5,2023-10-23 16:49,微博视频号,,"http://f.video.weibocdn.com/o0/AlkJdqGolx089Bh7Oy9W0104120aBnx50E040.mp4?label=mp4_720p&template=1280x720.25.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1725023877&ssig=%2BT%2BQaj2qzF&KID=unistore,video",,,蓝V
4960036412195564,NpbOV9dak,1951123110,紧急呼叫,【九九重阳|一日相伴：#记录85岁老人养老院生活真实影像#】刘国霞今年85岁，住在天津市的一家养老院，偶然的机会，一位年轻人来到养老院与刘国霞相识，并用镜头拍下了她在养老院里的生活画面，过程中二人逐渐熟悉，刘国霞对年轻人述说起了往事，不曾想，这位个头不高，满头白发，活泼开朗的老太太，会是一个抑郁症患者。本片记录了刘国霞的养老院生活，讲述了她曲折的人生经历，描绘了老一辈的人生阅历和智慧。#跟老人院里的老人相处一天是什么体验#（记者：刘鑫制作：于韬）L紧急呼叫的微博视频,,,,"记录85岁老人养老院生活真实影像,跟老人院里的老人相处一天是什么体验",2,1,12,2023-10-23 16:04,微博视频号,,"http://f.video.weibocdn.com/o0/AlkJdqGolx089Bh7Oy9W0104120aBnx50E040.mp4?label=mp4_720p&template=1280x720.25.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1725023877&ssig=%2BT%2BQaj2qzF&KID=unistore,video",,,蓝V
