id,bid,user_id,用户昵称,微博正文,头条文章url,发布位置,艾特用户,话题,转发数,评论数,点赞数,发布时间,发布工具,微博图片url,微博视频url,retweet_id,ip,user_authentication
4848780048608275,MksZuA7p9,5637065453,湖北新闻,#四种情况的老年人不能接种新冠病毒疫苗#【湖北疾控提醒：有这些情况的老年人不能接种新冠病毒疫苗】老年人接种新冠病毒疫苗的禁忌证有以下四类：一是既往接种疫苗时发生过严重过敏反应，如过敏性休克、喉水肿；二是急性感染性疾病处于发热阶段，暂缓接种；三是严重的慢性疾病处于急性发作期暂缓接种，如正在进行化疗的肿瘤患者、出现高血压危象的患者、冠心病患者心梗发作、自身免疫性神经系统疾病处于进展期、癫痫患者处于发作期;四是因严重慢性疾病生命已进入终末阶段。（来源：湖北疾控）O湖北疾控提醒：有这些情况的老年人不能接种新冠病毒疫苗,,,,四种情况的老年人不能接种新冠病毒疫苗,0,0,1,2022-12-20 15:51,微博网页版,https://wx2.sinaimg.cn/large/0069uyexgy1h9abt2hevvj30go0gogm6.jpg,,,,蓝V
