id,bid,user_id,用户昵称,微博正文,头条文章url,发布位置,艾特用户,话题,转发数,评论数,点赞数,发布时间,发布工具,微博图片url,微博视频url,retweet_id,ip,user_authentication
4932105560393950,Ndtda1Eu2,5792055890,昌平报,【#养老在北京#|手机为什么总是“打圈圈”？#老年人用手机最怕这些问题#】您会用手机吗？会用它来支付、打车、网购吗？这些在年轻人看来再简单不过的事，却让一些上了年纪的老人发愁不已。本期《养老在北京》，都视频记者走进了海淀区学院路街道，听听大爷大妈们怎么说。#都视频#L北京日报都视频的微博视频,,,,"养老在北京,老年人用手机最怕这些问题,都视频",0,0,0,2023-08-07 14:17,iPhone客户端,,"http://f.video.weibocdn.com/o0/GMYAUKOmlx087BWqjDQk01041203kep00E020.mp4?label=mp4_720p&template=1280x720.25.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1725023502&ssig=a6ecp1Try3&KID=unistore,video",,,蓝V
4932061917354226,Nds4LuRay,2646882747,文明大兴,【#养老在北京#|手机为什么总是“打圈圈”？#老年人用手机最怕这些问题#】您会用手机吗？会用它来支付、打车、网购吗？这些在年轻人看来再简单不过的事，却让一些上了年纪的老人发愁不已。本期《养老在北京》，都视频记者走进了海淀区学院路街道，听听大爷大妈们怎么说。#都视频#L北京日报都视频的微博视频,,,,"养老在北京,老年人用手机最怕这些问题,都视频",0,0,0,2023-08-07 11:24,iPhone客户端,,"http://f.video.weibocdn.com/o0/GMYAUKOmlx087BWqjDQk01041203kep00E020.mp4?label=mp4_720p&template=1280x720.25.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1725023502&ssig=a6ecp1Try3&KID=unistore,video",,,蓝V
4932033157269459,Ndrknuv7l,7504935411,北京民声,【#养老在北京#|手机为什么总是“打圈圈”？#老年人用手机最怕这些问题#】您会用手机吗？会用它来支付、打车、网购吗？这些在年轻人看来再简单不过的事，却让一些上了年纪的老人发愁不已。本期《养老在北京》，都视频记者走进了海淀区学院路街道，听听大爷大妈们怎么说。L北京日报都视频的微博视频,,,,"养老在北京,老年人用手机最怕这些问题",1,0,1,2023-08-07 09:30,微博视频号,,"http://f.video.weibocdn.com/o0/GMYAUKOmlx087BWqjDQk01041203kep00E020.mp4?label=mp4_720p&template=1280x720.25.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1725023502&ssig=a6ecp1Try3&KID=unistore,video",,,蓝V
4932020038008838,NdqZdxBsO,1893892941,北京日报,【#养老在北京#|手机为什么总是“打圈圈”？#老年人用手机最怕这些问题#】您会用手机吗？会用它来支付、打车、网购吗？这些在年轻人看来再简单不过的事，却让一些上了年纪的老人发愁不已。本期《养老在北京》，都视频记者走进了海淀区学院路街道，听听大爷大妈们怎么说。#都视频#L北京日报都视频的微博视频,,,,"养老在北京,老年人用手机最怕这些问题,都视频",1,3,5,2023-08-07 08:37,微博视频号,,"http://f.video.weibocdn.com/o0/GMYAUKOmlx087BWqjDQk01041203kep00E020.mp4?label=mp4_720p&template=1280x720.25.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1725023502&ssig=a6ecp1Try3&KID=unistore,video",,,蓝V
